Year,Review
2017,httpstcoOWRP6zGTOJ
2015,Cute and comfortable 
2015,Beautifully made it really fit all kind of body and shape really well I love it 
2015,I love this style 
2015,This remind me when I use to work for Gap in London I love the brand the concept and everything That was one of the most beautiful time of my life as Ive learned so much working for  this company as visual in the merchandising team  
2014,Noticed how  is still selling pride merchandise but didnt change their social media logos this year httpstcoPPvogmof9x
2011,Pedophiles going down Watch the CEOs fall Dont worry videos to come httpstcoiV8TPxoAis
2014,Congratulations to all the youth activists making a change and difference around the world Kudos to my lil sis 
2007, surprises Sean Taylors brother Gabe to give him a full  wardrobe upgrade  DripDirector httpstcoWxxCCIs4hy
2020,??? ? ???httpstcoWYvmp7csIK
2014,should try this challenge   
2017,No disparition for women  httpstco7EG1ch4Xxu
2017,httpstcoJZr0oFKgqH
2017,httpstcodAgY8BUjBP
2015,httpstcoR4DJ7w341g
2011,Stop supplying russia httpstcoiH9jFvLjZ7
2010,L Find God
2020,BoycottGap
2013,httpstco69juN4QYpB
2018,Donc un jour une petite fille voilée un autre jour des fesses qui se tortillent Ça sappelle bouffer à tous les râteliers Boycott
2018,You side with a guy who condones racism we boycott your products httpstcoEYR8r2bmX5
2007,link
2012,Turned in my credit cardthe look of your banner I am not welcome to the Gapnor my Grandchildren who loved the GapBut I guess only black race is welcome to the Gap LOOK AT ads when I have raised my family to love all races it companies like your that cause separation shame
2012,Horrible customer service They sent me the wrong size pants seven sizes too big and then refused to send me the correct size
2019,Loving u FROM Milan italy
2017,Thank you so much for this  my 8 year old daughter has only half a heart HLHS and has had 4 open heart surgerys so has many scars 
2012,But youre supporting  who just admitted to election fraud and collusion with another campaign through Jared Kushner  Im not sure if you can make this post while you are perpetuating election fraud
2012,BoycottKanyeWest boycottgap
2011,Cleared my cache and cookies restarted and changed browsers uninstalledreinstalled my browsers and I still cant order anything online from gap i dont get it I am trying to give you my money  just the same old sign in mumbo jumbo BlackFriday2018 NotWorking GAP
2018,Thanks for the clothes Im already loving you Next month is the cash card sales
2018,Thank you for letting me pay the mens tank tops and socks theyre going to be great
2018,When will the sales begin
2018,When your clothes for men are on sale Ill buy them I  U
2018,BEST CLOTHES SALES EVER 
2018,Im going to start buying clothes when theyre on sale But only the 20 Gap cash card  starts from February 19th through February 25th First Ill buy two boxers Then Ill buy a Gap light sweater in case of the cold Lastly Ill buy the 42 size belt for my blue jeans GapDay
2015,httpstco9GTiePiwbf
2018,loves it
2017,Your website keeps kicking me out when I go to check out It keeps telling me Ive timed out Your customer service put me on hold for over 7 minutes until I hung up You would think you guys would be a little more prepared no
2010,I returned my items on 61 and havent gotten a refund or heard anything from you all My order number is TWF0HWB i also DMd yall and never got a response
2010,Im trying to talk to someone about my refund I returned my items on 61 and havent gotten a refund or heard anything from you all My order number is TWF0HWB
2009,You do a great job in that commercial  Would love it if you did that song as a single
2017,LMAO YOU DELETED THIS TWEET httpstcomtDfI2BwF9
2016,Gaps racist history Shame on you httpstcoO46ah7NI80
2018,GOT MINE
2018,Cant wait to post a fit pic in it
2018,Dont plan on using your gap cash  its a scam  Its like Monopoly money worthless
2012,Super trash 
2020,please refund my order TWOD2V6 one black Tshirt one tie dye Tshirt returned weeks ago 
2009,Wtf gap Cigarette No
2017,Price please
2013,They are wonderful amazing talented and accomplished women Thanks for recognizing them IWD
2013,babygapsweater
2017,Boycott httpstco5Bl1zYT0uW
2017,httpstco5Bl1zYT0uW
2019,Pay Bangladesh garment workers PAYUP
2014,I love it
2010,How many times are you going to fool me into clicking a 50 off everything link to find out none of the items in my cart are eligible LIES
2014,It is I
2009,You should highlight that this is USA only
2020,Yet Gap is making stores reopen during this pandemic and for what reason We are not essential business and it is not safe to be open
2011,Ok  its your turn httpstcoUrxcdfWcG3
2012,Why is Gap doing a clothing line with Trump supporter Kanye West
2010,So proud of you   
2015,Are you kidding me Bye Gap
2015,I was a loyal shopper It was becoming a joke when anyone would ask where I would buy something because it was always Gap But Im not okay with businesses pushing their socialpolitical views especially when theyre counter to mine See ya later Gap have fun pushing politics
2018,2
2019,Sir we produce Drawstring Twill Tape Gum Tape Printed Gum Tape Poly Bag Please nominate us to supply above items for the goods produced in BangladeshRegardsMahfuzEpic AssociatesUttarkhan DhakaMobile 8801730444331Email mahfuz
2012,Ive purchased clothing made from recycled bottles and its astoundingly warm and comfortable Plus its a purchase I feel good about Would like to see more of this
2009,I wish you still had these  My daughter has a hole in hers now  She wants the same one to replace it
2016,Saw the gap nice On ABC tonight
2020,GAP Customers can now get 10 Cashback online or 4 Cashback instore  a onetime 20 Cashback bonus Sign up today 100 Free for you No CC needed httpstcovQ6CRRQRB6
2012,PAY THE UNPAID BANGLADESHI GARMENTS WORKERS FIRST THEY ARE STARVINGPayUp httpstcowxK7VXplsV
2020,Yesss
2009,BoycottGap Boycott  Shame on you 
2009,Promo code not work 
2016,Is that why you gave KanyeConJob part of your actual company when doing an unprecedented deal with him last month  Good luck making that big payday you predicted  CC  httpstcoO2J8kkDjbe httpstcoeWpkExKOEu
2012,It would be great for Gap to acknowledge  with this song in the credits of this beautiful ad Third Worlds reggae disco version played a significant role in making this popular globally Looking forward to  correcting that credit Culture Music Capital
2014,I will not be buying anything from GAP as long as it has association with Kanye West
2017,Literally no one answering either of your Gap Visa numbers
2009,I love ittttt 
2019,Gap I asked you to cancel my parcel due to the fact that you could not guarantee a delivery date you sent httpstco8ny1ABbN4E again its been 3 days since UPS failed to deliver my parcelCannot comprehend how can you treat your customers like that
2009,So gap tried something new compared to 2016
2012,I will boycott until you drop Kanye
2012,Did you look at Trump lover Kanyes public statements before signing him on I am done with you over this as are so many others Bad move Such a poor example for your target market httpstcowXkxGoxoSe
2017,Nice tats
2019,Shopping online today Noticed this on site Im Appalled that  feels the need to lighten skin tone on models Untouched version from video on site and lighter version a picture of model  theres no need for this Picture has clearly been photoshopped Why  httpstcoNnBUOPYKkr
2009,Please see my new dm regarding technical issues with online account Thank you
2015,GAP   VEIL KID     stupid
2017,Les enfants avec le voile  Boycott gap
2015,httpstcouTgiP2M6FE
2018,Really shocked to discover main Hampstead store of   is closing Ive always seen it as one of the event shops on Hampstead High Street  Hope proper arrangements are being taken by senior management  for all the staff who work there at what must be a troubling time
2009,OMG YESSSSS
2014,It will be black Friday 2020 by the time anyone gets through your lines in Manchester VT  Full store One register  People walking out left and right  Failing
2017,Do better for customers Kohls Gap Old Navy Sued Over Fake And Misleading Sale Prices httpstco6QLqjNLuzK via 
2010,What about my refund its been well over 30 days
2013,Ive just ordered and one of my items they did not take 50 off  please can you help
2018,Do you accept Bitcoin as a payment method
2013,Just saw it for the first time during MondayNightFootball Awesome GoodThing MNF TitanUp
2019,Where is my order   TWFYW4GHow can you keep coming out with new products when you cant even ship your current stuff  Lots of angry customers 
2019,Where is my order TWX71CD
2009,Absolutely love this 
2013,Ordered some items on Dec 4 and paid the extra cost for shipping as we will be away  Gap said it shipped on the 4 in email but now saying it wont arrive until the 28th  Emailed and told they are too busy and cant reply   Awful customer service
2019,Shamelessly copying another companys design Im glad youre being sued I cant believe you copied down to where the logo goes Im glad you are being sued by pentagonia
2009,People have tshirts and shorts at home already Move a third of your production to making affordable masks for the general public And pay your workers for their dedication They show up for you Now show up for them JohnJFisher MakeMasks coronavirus
2014,Ok so I get ALL of these emails Black Friday so call deals The only store had great deals I mean great was Nike outlet Gap outlet is so expensive and they held the wrong items for me when I called them
2014,This isnt a good sale
2017,Chella 
2016,Ugh The underwire is a deal breaker
2015,Le jeans  denim est symbole de la liberté  Le voile ne lest pas Retirez vitre pub ou4vous instrumentalisez une petite fille et banalisez le symbole de soumission pour faire du chiffre Gap GapKids boykottgap religion Marketing vente
2009,Yall GAP should consider sponsoring young adults who are doing a gap year in various service jobs httpstcod1h54MQ8Kf
2016,WTFhttpstcoJtMJ3vucBw
2019,I did not order this This is an imperfect substitute for the jeans that I did order and did not show up Also  I hate Mickey httpstcoHnaTOIE775
2019,StandUnited we are so happy to be a part of this LIVEstream
2009,kanyewestisoverparty
2016,No exclusionsExcludes our best prices 
2009,Hi is you website broken right now Cant access any brands
2009,The new curvy high waisted jeans are  couldnt love them more Any plans for other washes soon
2012,Spread that love 
2016,GAP doit être boycotté pas seulement par les clients mais ceux qui tirent bénéfices de cette campagne de pub Il faut boycotter les magazines et afficheurs en les sommant de refuser lapologie du voile chez lenfant
2016,Boycott GAP shame on U
2016,Boycott GAP shame on you
2015,What is the name of this song
2014,Where are the sandals from
2018,Theyre talking about you Doris Fisher GAP co founderA nonprofit group with a bland name Americans for Job Security spent 5 million supporting Republicans in the 2010 midterms amp 15 million denouncing former Pres Obama in the 2012 electionhttpstco1HzagZbf7e
2014,httpstcomJ6kMElJUQ
2012,I bought two of these but they cant fit me now that stores are closed how can I return them
2011,what is the song he sings in this commercial
2020,We are trying  but against bots its hard neh I hope there really is an analysis in this vote so the cheaters dont come out victorioushttpstcoen6xvrDs05 httpstcoh7eWobfieE
2020,Go my art httpstcoen6xvrliLX httpstcokDf1EbvO9c
2020,Disheartening to see that there are candidates using methods that are not fair to move up in the score
2015,If you are truly concerned about voting in a fair election time to drop Kanye httpstco2M9aquDYDD
2011,smh
2017,So apparently you guys dont make normal jeans anymore its all GapFlex
2017,Stop being exploitative  give them away free
2017,Ill wear whichever is made by children All the colours then
2017,Wanna follow this
2008,Thats beautiful Congrats 
2017,httpstcoGDRMdOA4ek
2011,You go Mr Bridges We love our FW native
2011,GAP Paris rue Tronchet les cabines dessayage ferment à 19h10 pour un magasin qui ferme à 20h  Impossible dessayer Je pars et jinforme les clients Le videur minsulte et me pousse On le voit me prendre en photo Les clients ne sont pas bienvenus à GAP httpstcoQNQdfKKf99
2011,GAP Paris rue Tronchet the changing rooms close at 710 pm for a store which closes at 8 pm Impossible to try I leave and I inform the customers The bouncer insults me and pushes me He can be seen taking a picture of me Customers are not welcome at GAP httpstcoQ2GKXIof2D
2011,Please help me cancel my mask order cant wait another month for them to ship Customer service number is not accepting calls
2020,The Images that you use for the Branding purposes and Posts are really Creative and they define that particular apparel so well Our team of  a PR Agency really appreciates the Designs and Graphics too
2009,BoycottKanye BoycottKardashians BoycottGAP httpstco9ZER8P6kY9
2011,Why have you cancelled my order after taking payment amp informed me the items I ordered are out of stock which were listed as available on cyber Monday only to have them listed full price amp available in the size I ordered SHOCKING CUSTOMER SERVICE
2009,Do u have a link for the fundraising campaign or the clinic
2009,Your goal is to make  With a limited edition they probably cost like 60 And they are ugly btw
2009,ShameOnYou Traitors support Insurrectionists
2009,The Gap is funding Insurrectionists  Traitors Shame on you
2017,Find God first
2014,Does forced labour sound like empathy peace and love to you GAPhttpstcoHm0NMXASj1
2008,Do you make this for men
2010,I love dogsDogs in clothes Even betterHey we built a way to trade NFTs through our  DApp We think the NFT gaming community will love the fluidity this brings Purchased NFTs and NFT wearables can now be traded among community members Come check it out
2014,Hi I cant order on your website After click on payment Ive got white screen and nothing else I try on other computer its the same
2013,Gap shorts and trainings makes me comfortable I love Gap
2013,httpstcoDOUl86yCFj
2012,Do you identify as Black
2009,Thank you for doing this for us How may I get my hospital on your list Can I send mt Disaster Coordinators contact informationAgain thank you for this
2013,httpstcoLu3T2lpX4Q
2016,I havent been able to load the shopping cart on your iOS mobile site since 11pm EST last night Im able to shop on plenty of other sites so am pretty sure its not an issue on just my device
2009,speak out against hate Silence is acceptance Your partnership with  is terrible timing and the antisemitic rhetoric threatens the Jewish community and is not acceptable
2013,I didnt even notice the scars and had to enlarge the photos to look for them
2011,Who is this man asking for myself
2010,Obscurantisme american style BoycottGap
2011,dealing with GAP since a week N its a horrible experience specially when v were clear in store to refund us in form of gift card new employee refunded my dad in card which v clearly mentioned not to gap making us jump from store 2 cc both say common words v dont authority
2012,Will there be a different instore promotion this Friday Last year was 60 until 8am I believe Will you be doing that again
2018,Merci a Gap daccessoiriser le voile islamique  et den faire un objet de mode bravo ce genre de publicité et une forme de progrès social qui  partage des valeurs et permet a une partie de la population de sidentifier et lutte contre les discrimination ethniques et religieuses
2007,Ive been trying to relearnthekhaki for weeks but my order seems to have slipped into a  of shipping purgatory
2019,This is awesome Jerome
2017,If you hook up with Wheezy Yeezy Ill be wearing whatever color your competitors put out
2020,I sent in a return to the GAP and  I have still not seen the refund nor have I received any communicationI have emailed and called multiple times no one answers or responds to my email  Frustrated as my order took no time to get to me but now I want a return zero service
2014,Ive signed up to receive 20 per cent off full price and not been sent a code Please advise
2015,Whats he looking
2009,YOOOOOO
2012,We have nursing homes in CA and need PPE Are we able to get in on this too
2009,I just called a second time in two weeks to find out where my refund isYour agent has informed me for the second week in a row that it takes time  although my package is in your possession She told me I would have a refund by 1201 Why are you keeping peoples money this way
2018,Super dope collab
2017,Please drop Kanye What a tragic mess
2020,This isnt about a virus Its about money power and control
2018,Yay
2011,I use to love gap and then I saw you are partnering with crazy Kayne Westhes dangerous to the polical movements happening in the US Long time customer leaving your brand permanently  Let me know when you ditch him
2011,OH FUCK GAP How about YOU not be shitty to women b4 you ask me to help The thing that has made life for women better in places like RANA Plaza are the backs of protestors activists and others You could have have just made a humane factory you turds httpstco3OcIO9YfBF
2014,Inside Please vote for my work guys Im a few shy from reaching 1K  gt httpstco8nFNsQYnWC
2013,Lovely designs
2016,Any comment about this post on Reddit httpstco7ijnDddeIs
2011,So disappointed in you
2019,Done with Gap  
2018,When I go to the checkout and the page after for Payment it does not load up I have tried on two different internet providers and it gives me an error referring to the gap website having an issue Please resolve this issue
2013,Tweeted this before I read the article  Im a Gap commercial lover lol 
2013,Absolutely hideous
2019,Please stand for taiwan n Hong Kong  respect our freedom of speech  Stop China rasie  A lot of people is suffer  In Hong Kong  100 1315student was caught  and some university student beat n sex harrasment by police  Stand for justice
2012,Why are you unable to cancel an order I never made  You have serious issues with your system
2008,How come there are no double x sizes 
2013,httpstcoS0svsaSOFZ
2009,terrible customer service Defective boys pants bought in store fell apart after 2 wearings Online attempt to rectify the issue useless Dont buy  httpstcoXaG8ueiWcX
2020,How do we learn more about this wonderful opportunity and get our California hospitals on the list I work for Dignity Health Foundation with hospitals throughout Calif and we are seeking PPE donations Thank you Gap Inc
2011,httpstcoQXguoIbf4u
2017,So I ordered 412 items are not even shipped yet All the other stores have shipped their stuff I understand delay but this seems to be closer to robbery
2010,HANGERS  SINGLE USE PLASTIC  WHY NOT FrCKN REUSE THEM httpstcooSYGiuQYfo
2017,httpstcoBJevTAvtC1
2010,boycottGap httpstcoxJvFV0ajd8
2010,boycottGap
2014,Vraiment propre
2014,DOGA DOGA
2018,Can Gap clearly label in which country your garment is made My dollar is my voice There are countries I would rather support through consumerism while some not
2015,Time to boycottadidas Time to BoycottGAP
2018,Contributing to Susan Collins campaign Why
2016,Rad
2020,You guys own GAP Old Navy amp Banana Republic All the same corporation Yall can definitely afford to close amp give your employees paid leave
2019,250k Thats it How much do your CEOs make
2019,Repeat how many times Like in one fitting Help us out here social media intern
2008,i love these pants
2018,Seriously liking those denim jackets
2012,BoycottGap  Non au communautarisme islamique
2020,Liiiiiit 
2018,Hi thereWho can i speak to about partnering up with my instagram account for advertising of gap clothing I wdar gap workout gear all the time as a yoga insturctor and health and wellness couch so I would like to partner up as soon as possible
2023,GAP  Great Accessories for the Petaverse
2011,Lil Buck and Myles Yachts star in a new dancecentered ad for 
2020,GlazersOutNOW get out
2010,Its True Ordering Gap OnlineOrders Retail  is a struggle  I tried ordering a flannel shirt 3 times each time entering a credit card finally thought it went through but then a few days later noticed only my main order from GAP went thru not the shirt What a joke 
2011,Will not buy from GAP again unless cut ties with Kanye
2010,Amazing   My daughter has a complex CHD and this makes me so proud to see
2012,Max prefers a dark wash  httpstcoZreoIIUpEy
2011,I have been your loyal customer for the past 10 years but I think I have to reconsider that I have put several orders with you recently and it seems I am not getting them on time  The customer service call dont answer and I have been waiting for reversal hours 
2020,Drop Kanye West He is not fit to represent this label Once he stated slaves r not really slaves  thats all it takes to say goodbye  peace  out 
2013,lowkey a bop 
2015,I thought Gap sold clothes
2012,So sexy
2019,httpstcouu14Iv1lUo
2010,Pay your garment workers asholes
2009,Congrats Noorjahan This is awesome 
2019,httpstcox6t3IZENdc
2009,The Gap founder was one of the billionaires spending big bucks denouncing Obama and fought to hide it  until now httpstco3piYNlygO8
2013,That why you sent me letter from divorce department barring me ordering from you and  MERELY because I POLITELY addressed issues of not applying VALID discounts amp other online issues httpstcoAOEFSXvNoZ
2010,Yall got me emotional over a hoodie
2015,We charge late fees on orders that never arrive httpstco7b3tdU7TVu
2008,SarahJessicaParker just launched a fashion collection with   and it includes a very Carrie Bradshawlike pink tutu  httpstcol5eWzIPPlz
2008,Happy birthday to Halsey  httpstcoB9kz8aOIvJ
2019,of course GapDenim is the best  
2016,Dear gap Ive noticed you are selling BLM t shirts I take it you therefore go along with this organisations abolish the police rhetoric Does this mean you will no longer be prosecuting shoplifters Asking for a friend
2010,Deliver status says delivered but it never arrived Gap Customers care cant help Now what
2010,To bad the staff never arrived
2012,Yahoo News In May US clothing retailer Gap apologised to China over a Tshirt with a map showing the mainland but omitting Taiwan I definitely wont allow my wife or children purchase anything from the Gap
2009,Please pull all ye products They are tainted with hate
2018,Nigga the fuck are they doing
2013,I worked for you throughout college and grad school  Your commitment to equality the environment and opportunity shaped my values making me a social entrepreneur When I launched  I instinctively followed your lead You continue to inspire me Thank you 
2010,Why are you spending rent money on this
2012,M for me 
2012,Unboxing in progress 
2018,Customer service is horrible
2019,Best Zombie Mobile game is on PC nowHow long can you last in this ZOMBIE worldCrush the zombie Build your Empire  Free Now
2008,The limited edition gaplogoremix hoodies just dropped Nows your chance Get one before theyre gonehttpstcoAmTGheAYAl httpstcoBbdqYsFI9E
2008,The limited edition gaplogoremix NFT drop is here Hurry these wont last longhttpstcokXvbw0f9UX httpstcod7Is4Q77JM
2008,Congrats to our winners of the gaplogoremix NFT collab amp hoodie design Your designs will be minted amp auctioned as NFTsand youll see your design on a limited edition Gap logo hoodiehttpstcogzQxRxIMZ6 httpstco50Vo6PjIH8
2008,Times running out to vote for the gaplogoremix winners The winners get a cash prize amp to see their designs on our latest NFT collab amp an authentic Gap hoodie Vote nowhttpstcogzQxRxIMZ6 httpstcooNVQradLWZ
2008,Its time to vote on your pick for gaplogoremix The winners get a cash prize amp to see their designs on our latest NFT collab amp an authentic Gap hoodie Vote nowhttpstcogzQxRxIMZ6 httpstcoIGrXJeKXDy
2008,Join gaplogoremix for your chance to be a part of Gap history amp our latest NFT collab The challenge redesign our iconic Gap logo The reward cash your design on an NFT amp Gap hoodie and street cred Peep all the details here httpstcoUA8XkocTwI httpstcoyYGw52MdA9
2008,When your jeans are so perfectly lightweight you wont want to wear anything else this summer Meet ease Meet Wearlight denim httpstcoUvmKS1f3m5 MeetMeInTheGap httpstcohmXlt4axNI
2008,Your new goanywhere doanything jeans Meet Wearlight denim httpstcoUvmKS1f3m5 MeetMeInTheGap httpstcorAtgpYX3HF
2008,Heading into summer on a high note Get into new Wearlight denim httpstco8kwvoPORDB MeetMeInTheGap httpstco1PPCxFc3KZ
2014,Hey      take your crap clothes out of the US and sell exclusively in China  Youll never get a dollar from me  chinalover
2014,httpstcoHFxVa9zmd6
2008,Meet lightweight denim for dance moves days at the ballpark and every summer thing Shop Wearlight httpstcoUvmKS1f3m5 MeetMeInTheGap httpstcoJ2uGZe1GhB
2010,HR
2008,Get a lift in Wearlight denim Find it through the link httpstco8kwvoPORDB MeetMeInTheGap httpstco47gZeIeteQ
2008,Play it cool Get into Wearlight denim httpstco8kwvoPORDB MeetMeInTheGap httpstcoLuepNOQL4R
2008,Keep your cool in Wearlight denim httpstco8kwvoPORDB MeetMeInTheGap httpstcogXMfsJz4IF
2008,Summer style comes to light httpstco8kwvoPORDB MeetMeInTheGap httpstco6W9GmozOLl
2008,Comfortable and totally cool Get into Wearlight denimhttpstcoUvmKS1f3m5 MeetMeInTheGap httpstcocN0covHlCO
2008,Things are looking up Get into Wearlight denim httpstcoUvmKS1f3m5 MeetMeInTheGap httpstco4nktt666cQ
2008,Meet your officehourstohappyhour jeans Meet goeverywhere Wearlight denim httpstco8kwvoPORDB MeetMeInTheGap httpstco6QNAMdQKM4
2008,Easygoing denim that matches your mood Shop the look httpstco8kwvoQ6sv9 MeetMeInTheGap httpstcoQSxG26ru1k
2016,httpstcoeEoB2vxLrl
2013,gtTaiwan gtPart of Communist China  Im seriously thinking of drunkenly reporting your asses to the National Security Agency  Are yall motherfuckers a threat to national security
2008,My mood is to stop buying at Gap as your brand disrespect my Taiwanese friends
2008,Way to make wideleg jeans even cooler get them in Wearlight Make them yours httpstco8kwvoQ6sv9 MeetMeInTheGap httpstcoR8cEbKnKFT
2008,The way we do buttoned up Get into Wearlight denim httpstco8kwvoQ6sv9 MeetMeInTheGap httpstcop3BzSLlZpn
2012,gap get out of Chinese marketi dont think the Chinese map on your Tshirt is a mistake I wont buy ur products anymore
2008,You also did try to button up Taiwan Shameful
2008,Easy lightweight jeans to carry you through hot days ahead Shop Wearlight httpstco8kwvoQ6sv9 MeetMeInTheGap httpstcohAMHg6wEzO
2012,Not interested in any Gap clothing Taiwan is an independent country and I am hereby avoiding spending any money at your stores  httpstcoIAtkoeVdb0
2017,Way to cower to a totalitarian state that destroyed the sovereign nation of Tibet And browbeats countries with just as much claim to South China Sea borders as ChinaThis is the ass you just kissed Congratulations httpstcocLKjo6ER6U
2017,Extralight jeans with padded knees for easier KowtowinghttpstcotcPrXiL8qo
2018,Republic of China Taiwan is a country httpstcokcJd9BOus2
2014,The US is part of China too You should apologize and bow to the great Emperor Xi
2010,freetibet
2011,Take your GAP stores and ram them up your communist bum licking arses Taiwan No 1
2015,Nice Jess
2008,Get ahold of lightweight jeans that are up for anything Get into Wearlight denim httpstcoUvmKS0XrXv MeetMeInTheGap httpstcobdP9OGrldW
2014,I dont see any Chinese flag in your design you should apologize 
2009,Whats the reference of the shirt in the picture embedded in your tweet 
2008,See the light Shop lightweight denim looks httpstco8kwvoQ6sv9 MeetMeInTheGap httpstcou8aCZocZHK
2014,Nice kowtowing to the worlds biggest cry baby Peoples Republic Of China Taiwan was never apart of the Peoples Republic Of China Stop playing political games 
2011,Probably should rethink kowtowing to a communist regime with no respect for human rights httpstco1brvxiBoG0
2011,httpstcoPpUbAqnUsI
2008,I used to shop at Gap Now you just spit at Taiwans face Im not so sure anymore
2008,The wideleg jeans you love  elevated Shop Wearlight denim httpstco8kwvoPORDB MeetMeInTheGap httpstcoQemDROFcKI
2009,Until youve washed them  then there 8 cms above your ankles
2011,Taiwan says you suck
2008,Lighten up with your favorite Slim Straight jeans now in Wearlight httpstcoUvmKS0XrXv MeetMeInTheGap httpstcoqgGwQTLtWA
2008,Meet rise Meet Wearlight denim lightweight jeans that keep you on the up and up httpstco8kwvoQ6sv9 MeetMeInTheGap httpstcouW8hpIJL23
2008,Meet Wearlight denim  lightweight jeans you can count on for everything summer httpstco8kwvoQ6sv9 MeetMeInTheGap httpstcovHvGddpHRt
2008,Love bedtobeach days Spend them in our new Dreamwell Kaftan  httpstcoeL4zG3PaEn LoveByGapBody httpstcoXRwkNHUiJD
2018,Lace dress
2008,Smooth Flattering Favorite Our new Everyday Smooth Favorite Coverage bra always leaves you looking  and feeling  your absolute best httpstcoeL4zG3xzfN LoveByGapBody httpstco89XJ6CtlDj
2008,Sunny mornings are even brighter in a Forever Favorite sleep shirt made with the softest pima cotton httpstcoeL4zG3xzfN LoveByGapBody httpstcoGrNhcnRLuJ
2008,Love wearing next to nothing Our new Bare Natural Bra makes what youve got look extra amazing naturally Make it yours httpstcoeL4zG3xzfN LoveByGapBody httpstcoxz3oNsq3h2
2008,The one you hold close Our cuddlesoft PJ tops and stretch cotton undies are the perfect pair for Mothers Day httpstcoeL4zG3xzfN LoveByGapBody httpstcorTI9t6J2BX
2012,when the creepy mandems cant take no for an answer  httpstcoVVYUxkVWGW
2008,Love pretty things Our new LiveIn Pretty Demi Bra hugs to every body and any body All day long httpstcoeL4zG3xzfN LoveByGapBody httpstcovCh6Ji87s2
2008,Made to wear any way you want The white tee Perfectly classic Perfectly you Find your favorite httpstcooiU3cJzqIN httpstcolviKzeLZas
2008,Solo or layered A white tee is a look to lean on httpstcoILWF814VAU httpstcoDdeInphOj0
2008,The Mainstay A classic white tee is always the right choice httpstcoILWF814VAU httpstcoaxjUdUAwpz
2008,The Standby A classic white tee takes the mystery out of dressing httpstcoILWF814VAU httpstcoOMqNtBxZjS
2017,So youre advertising white t shirts and  is stealing designs Fashion is definitely not what it used to be
2009,That is a better look than stealing art httpstcoDylb6TqVSW
2008,Our classic white Tshirt A handsdown favorite httpstcooiU3cJzqIN httpstcoCYBG6H3BmI
2008,The Canvas A classic white tee is just a beginning How will you make it your own httpstcooiU3cJzqIN httpstcor6OKVeSyho
2015,Spilling coffee on it 
2008,The Essential Your forever goto Shop white tees httpstcooiU3cJzqIN httpstcoc6ONNoN0ZP
2008,White tee Right now httpstcooiU3cJzqIN httpstcoLOzrNqO8Rg
2008,The Icon A look that stands on its own Get into classic white tees httpstcooiU3cJzqIN httpstcogbcwr0fMwQ
2008,Make warmweather dressing a breeze Find your new linen favorites httpstcoqICRqYw4GE httpstcogXOlNzQSjt
2012,U guys rock
2023,Made an online order and faced delivery issues. Disappointed with customer service.
2023,Had issues with return or exchange for a duplicate item. Disappointed with the return policy.
2023,Disappointed with the 30-day return policy counting from the shipping date.
2023,Disappointed with the 30-day return policy and the lack of flexibility.
2023,Faced issues with an incorrect item delivered. Initially disappointed but later had a positive interaction with Gap.
2023,Never received items worth $400. Disappointed with customer service and handling of the situation.
2022,Disappointed with the return policy counting from the shipping date.
2022,Faced issues with the return policy for a Christmas gift.
2022,Disappointed with the online return policy and customer service.
2021,"Ordered the Yeezy Gap jacket around July, they provided updates that it would be shipped before December 25th. Just got a random email saying my order was cancelled. The customer service representative said it was cancelled because it's expected to be shipped on January, this is ridiculous. I could have used that money to short the stock."
2021,(Review content not fully captured in the current data)
2021,"I like these brands so I use them and I want them all the time. I have no experience, I am new, I want to be by your side always. I can move forward if you help me. And I will try to help you enough. Thanks for helping me."
2020,"Is Gap even in business? I’ve asked myself this question numerous times over the past 7 weeks as I wait for Gap to refund my money on the order I returned. My emails go unanswered and after several calls where I was placed on hold for over an hour each time, I’m ready to concede I’ll never see my money again. I will never buy from this company again. Covid or not, this is by far the worst customer service I’ve ever experienced. Shame on you Gap!"
2020,"I placed my orders with Gap on Dec 7th. They didn't even process the order until the 13th I was told and my Christmas gifts for my children will not arrive until Dec. 28, if they are not delayed again. I will return everything once it arrives, since I have to go out and shop again. I will never order from them again and hope that they are one of the stores that does not survive the pandemic."
2020,(Review content not fully captured in the current data)
2019,"Bought man short for $18 2 weeks ago and was thinking I will have a better deal on Black Friday so let's hold on. Here is Black Friday and I am shopping again in Schaumburg Gap and I see the same shorts 3 times more expensive with ""Black Friday"" discount %40. And the final price is around $25. What a BS Black Friday for FOOLS!"
2019,The variety is small but the quality makes up for it in the end. The clothing cost is reasonable. I really like the overall style for casual wear that has some accented urban wear tones within some of their high-end pieces. I appreciate the choice of accessories available allowing me to complete an outfit without having to journey to another store which allows the buyer to stay coordinated within one brand from head to toe.
2019,"I was so excited to find some great options for this coming summer at reduced prices. I had an extensive order of several things. However, a few days after I placed my order, I got an email that my entire order had been cancelled. No issue with payment, no notification other than the cancellation had already taken place. They did mention an option to reorder my things by calling Customer Service. I shop almost 100% online and have never had such a negative experience. Stay away - read all the negative experiences people have had. It's not worth your rise in blood pressure! Plenty of other fabulous companies that understand and provide customer service."
